question,answer,context
Quels sont les départements à la FST de Tanger et qui en sont les chefs ?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",La demande concerne la liste des départements de la Faculté des Sciences et Techniques de Tanger ainsi que leurs responsables respectifs.
Quels départements sont disponibles à la FST de Tanger et qui les dirige ?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Départements disponibles à la FST de Tanger et leurs dirigeants.
Quelles divisions sont présentes à la FST de Tanger et qui les supervise ?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Divisions présentes à la FST de Tanger et leurs superviseurs.
Quels sont les secteurs académiques représentés à la FST de Tanger et qui les coordonne ?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Secteurs académiques représentés à la FST de Tanger et leurs coordonnateurs.
Quels sont les domaines d'études disponibles à la FST de Tanger et qui les supervise ?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Domaines d'études disponibles à la FST de Tanger et leurs superviseurs.
Qui sont les membres du conseil de l’établissement à la FST de Tanger et quelles sont leurs fonctions ?,"Les membres du conseil de l’établissement à la FST de Tanger sont : DIANI Mustapha (Doyen), JBILOU Mohammed (Vice Doyen de la Formation), OUARDOUZ Mustapha (Vice Doyen de la Recherche et de la coopération), BIHRI Hassan (SG chargé du secrétariat du conseil), AJDOUR Mounia (Chef du département de Physique), CHABBI Mohamed (Chef du département de Génie Chimique), EL HALIMI Rachid (Chef du département des Mathématiques), EL BRAK Mohamed (Chef du département de Génie Informatique), BOULAASSAL Hakim (Chef du département des Sciences de la Terre), HADJ BARAKA Ibrahim (Chef du département de Génie Électrique), ELAYACHI Ilham (Chef du département de Génie Mécanique), OUCHEN Mohamed (Chef du département de Langue et Communication), HASSANI ZERROUK Mounir (Chef du département des Sciences de la Vie), AOUNI Abdesamad, BOUASSAB Abderrahman, EL METOUI Mustapha, EN-NAIMI El Mokhtar (Représentants des P.E.S), DERFOUFI Soufiane, EL MERZGUIOUI Mhamed, JEBARI HASSANI Khalid, ZANOUNI Mohamed (Représentants des P.H), BOUAYAD Nouredin, BOUZID Saida, FIKRI BENBRAHIM Chahinaze, KHALI ISSA  Sanae (Représentants des P.A), EL MAMOUN Abdellah, MAAREF  Abdelkader (Représentants des Personnels Administratifs et Techniques), EZ-ZHAR EL IDRISSI Mohammed Yassine, JAYED Youssef (Représentants des étudiants).",Membres du conseil de l’établissement à la FST de Tanger et leurs fonctions.
Quelles sont les personnes impliquées dans la gestion de la FST de Tanger et quels sont leurs rôles ?,"Les membres du conseil de l’établissement à la FST de Tanger sont : DIANI Mustapha (Doyen), JBILOU Mohammed (Vice Doyen de la Formation), OUARDOUZ Mustapha (Vice Doyen de la Recherche et de la coopération), BIHRI Hassan (SG chargé du secrétariat du conseil), AJDOUR Mounia (Chef du département de Physique), CHABBI Mohamed (Chef du département de Génie Chimique), EL HALIMI Rachid (Chef du département des Mathématiques), EL BRAK Mohamed (Chef du département de Génie Informatique), BOULAASSAL Hakim (Chef du département des Sciences de la Terre), HADJ BARAKA Ibrahim (Chef du département de Génie Électrique), ELAYACHI Ilham (Chef du département de Génie Mécanique), OUCHEN Mohamed (Chef du département de Langue et Communication), HASSANI ZERROUK Mounir (Chef du département des Sciences de la Vie), AOUNI Abdesamad, BOUASSAB Abderrahman, EL METOUI Mustapha, EN-NAIMI El Mokhtar (Représentants des P.E.S), DERFOUFI Soufiane, EL MERZGUIOUI Mhamed, JEBARI HASSANI Khalid, ZANOUNI Mohamed (Représentants des P.H), BOUAYAD Nouredin, BOUZID Saida, FIKRI BENBRAHIM Chahinaze, KHALI ISSA Sanae (Représentants des P.A), EL MAMOUN Abdellah, MAAREF Abdelkader (Représentants des Personnels Administratifs et Techniques), EZ-ZHAR EL IDRISSI Mohammed Yassine, JAYED Youssef (Représentants des étudiants).",Personnes impliquées dans la gestion de la FST de Tanger et leurs rôles.
Qui dirige les opérations à la FST de Tanger et quelles sont leurs fonctions ?,"Les membres du conseil de l’établissement à la FST de Tanger sont : DIANI Mustapha (Doyen), JBILOU Mohammed (Vice Doyen de la Formation), OUARDOUZ Mustapha (Vice Doyen de la Recherche et de la coopération), BIHRI Hassan (SG chargé du secrétariat du conseil), AJDOUR Mounia (Chef du département de Physique), CHABBI Mohamed (Chef du département de Génie Chimique), EL HALIMI Rachid (Chef du département des Mathématiques), EL BRAK Mohamed (Chef du département de Génie Informatique), BOULAASSAL Hakim (Chef du département des Sciences de la Terre), HADJ BARAKA Ibrahim (Chef du département de Génie Électrique), ELAYACHI Ilham (Chef du département de Génie Mécanique), OUCHEN Mohamed (Chef du département de Langue et Communication), HASSANI ZERROUK Mounir (Chef du département des Sciences de la Vie), AOUNI Abdesamad, BOUASSAB Abderrahman, EL METOUI Mustapha, EN-NAIMI El Mokhtar (Représentants des P.E.S), DERFOUFI Soufiane, EL MERZGUIOUI Mhamed, JEBARI HASSANI Khalid, ZANOUNI Mohamed (Représentants des P.H), BOUAYAD Nouredin, BOUZID Saida, FIKRI BENBRAHIM Chahinaze, KHALI ISSA Sanae (Représentants des P.A), EL MAMOUN Abdellah, MAAREF Abdelkader (Représentants des Personnels Administratifs et Techniques), EZ-ZHAR EL IDRISSI Mohammed Yassine, JAYED Youssef (Représentants des étudiants).",Direction des opérations à la FST de Tanger et leurs fonctions.
Qui est le doyen de la FST de Tanger ?,DIANI Mustapha est le doyen de la FST de Tanger.,Doyen de la FST de Tanger.
Qui est le vice-doyen de la Formation à la FST de Tanger ?,JBILOU Mohammed est le vice-doyen de la Formation à la FST de Tanger.,Vice-doyen de la Formation à la FST de Tanger.
Qui est le vice-doyen de la Recherche et de la coopération à la FST de Tanger ?,OUARDOUZ Mustapha est le vice-doyen de la Recherche et de la coopération à la FST de Tanger.,Vice-doyen de la Recherche et de la coopération à la FST de Tanger.
Qui est le secrétaire général chargé du secrétariat du conseil à la FST de Tanger ?,BIHRI Hassan est le secrétaire général chargé du secrétariat du conseil à la FST de Tanger.,Secrétaire général chargé du secrétariat du conseil à la FST de Tanger.
Qui est le chef du département de Physique à la FST de Tanger ?,AJDOUR Mounia est le chef du département de Physique à la FST de Tanger.,Chef du département de Physique à la FST de Tanger.
Qui est le chef du département de Génie Chimique à la FST de Tanger ?,CHABBI Mohamed est le chef du département de Génie Chimique à la FST de Tanger.,Chef du département de Génie Chimique à la FST de Tanger.
Qui est le chef du département des Mathématiques à la FST de Tanger ?,EL HALIMI Rachid est le chef du département des Mathématiques à la FST de Tanger.,Chef du département des Mathématiques à la FST de Tanger.
Qui est le chef du département de Génie Informatique à la FST de Tanger ?,EL BRAK Mohamed est le chef du département de Génie Informatique à la FST de Tanger.,Chef du département de Génie Informatique à la FST de Tanger.
Qui est le chef du département des Sciences de la Terre à la FST de Tanger ?,BOULAASSAL Hakim est le chef du département des Sciences de la Terre à la FST de Tanger.,Chef du département des Sciences de la Terre à la FST de Tanger.
Qui est le chef du département de Génie Électrique à la FST de Tanger ?,HADJ BARAKA Ibrahim est le chef du département de Génie Électrique à la FST de Tanger.,Chef du département de Génie Électrique à la FST de Tanger.
Qui est le chef du département de Génie Mécanique à la FST de Tanger ?,ELAYACHI Ilham est le chef du département de Génie Mécanique à la FST de Tanger.,Chef du département de Génie Mécanique à la FST de Tanger.
Qui est le chef du département de Langue et Communication à la FST de Tanger ?,OUCHEN Mohamed est le chef du département de Langue et Communication à la FST de Tanger.,Chef du département de Langue et Communication à la FST de Tanger.
Qui est le chef du département des Sciences de la Vie à la FST de Tanger ?,HASSANI ZERROUK Mounir est le chef du département des Sciences de la Vie à la FST de Tanger.,Chef du département des Sciences de la Vie à la FST de Tanger.
Qui sont les représentants des Personnels Enseignants et Scientifiques à la FST de Tanger ?,"AOUNI Abdesamad, BOUASSAB Abderrahman, EL METOUI Mustapha, EN-NAIMI El Mokhtar sont les représentants des Personnels Enseignants et Scientifiques à la FST de Tanger.",Représentants des Personnels Enseignants et Scientifiques à la FST de Tanger.
Qui sont les représentants des Personnels Hospitalo-Universitaires à la FST de Tanger ?,"DERFOUFI Soufiane, EL MERZGUIOUI Mhamed, JEBARI HASSANI Khalid, ZANOUNI Mohamed sont les représentants des Personnels Hospitalo-Universitaires à la FST de Tanger.",Représentants des Personnels Hospitalo-Universitaires à la FST de Tanger.
